section,section_name,check,level,status,n_columns_attempted,n_columns_coerced_ok,n_columns_failed,detail,timestamp,n_columns_imputed,n_high_missing_columns,n_columns_treated,n_rows_dropped,n_columns_with_constraints,n_values_modified,n_columns_consolidated,n_values_consolidated,n_rules_repairable,n_rules_applied,n_rows_repaired,n_features_configured,n_features_success,n_features_error,n_categorical_features,n_one_hot,n_ordinal,n_target,n_rows_changed,n_cells_changed,mode,n_columns_summarized,avg_delta_pct_missing,avg_delta_pct_outliers,config_hash,schema_hash,n_checks_run,n_checks_ok,n_checks_fail,run_status,integrity_index,revalidation_status,n_rows_exported,n_cols_exported,formats,n_columns_visualized,data_readiness_index
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 00:29:04.731152+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 00:29:04.905608+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 00:29:04.986881+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-12 00:29:05.090626+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-12 00:29:05.270602+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 00:29:05.384722+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 00:29:05.513838+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 00:29:05.588631+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-12 00:29:05.907746+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-12 00:29:06.090861+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 00:29:06.208488+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 00:29:06.366636+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 00:29:06.593336+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-12 00:29:06.813329+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-12 00:29:06.928793+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-12 00:29:07.077097+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-12 00:29:07.174186+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,OK,,,,change_log.csv,2025-12-12 00:29:07.879020+00:00,,,,,,,,,,,,,,,,,,,1.0,29.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-12 00:29:08.033002+00:00,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-12 00:29:08.138603+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-12 00:29:08.498229+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-12 00:29:08.591938+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-12 00:29:08.813519+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,FAIL,,,,cleaning_impact_dashboard.html,2025-12-12 00:29:08.909573+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,OK,,,,data_readiness_index.csv,2025-12-12 00:29:08.999897+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.92175881988088
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 01:52:50.720220+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 01:52:50.819588+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 01:52:50.943110+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 01:52:51.021254+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-12 01:52:51.667206+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 01:52:51.904138+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 01:52:51.997808+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 01:52:52.104557+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 01:52:52.266945+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-12 01:52:52.832635+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 01:52:53.140998+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 01:52:53.278427+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 01:52:53.414055+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 01:52:53.505555+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-12 01:52:54.098577+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-12 01:52:54.218382+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-12 01:52:54.357412+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-12 01:52:54.452758+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,WARN,,,,{},2025-12-12 01:52:54.573071+00:00,,,,,,,,,,,,,,,,,,,0.0,0.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-12 01:52:54.694471+00:00,,,,,,,,,,,,,,,,,,,,,,30.0,0.0052061148184959,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-12 01:52:54.820707+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-12 01:52:55.118857+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-12 01:52:55.224725+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-12 01:52:55.522909+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,OK,,,,cleaning_impact_dashboard.html,2025-12-12 01:52:55.642283+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,OK,,,,data_readiness_index.csv,2025-12-12 01:52:55.737114+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.88200303399418
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 01:52:53.140998+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 01:52:53.278427+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 01:52:53.414055+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 01:52:53.414055+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 01:52:53.414055+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 01:52:53.505555+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 01:52:53.505555+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-12 01:52:54.098577+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-12 01:52:54.098577+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-12 01:52:54.357412+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-12 01:52:54.452758+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-12 01:52:54.452758+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,WARN,,,,{},2025-12-12 01:52:54.573071+00:00,,,,,,,,,,,,,,,,,,,0.0,0.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-12 01:52:54.694471+00:00,,,,,,,,,,,,,,,,,,,,,,30.0,0.0052061148184959,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-12 01:52:54.820707+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-12 01:52:54.820707+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-12 01:52:54.820707+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-12 01:52:55.118857+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-12 01:52:55.118857+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-12 01:52:55.224725+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-12 01:52:55.522909+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,OK,,,,cleaning_impact_dashboard.html,2025-12-12 01:52:55.642283+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,OK,,,,data_readiness_index.csv,2025-12-12 01:52:55.737114+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.88200303399418
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 03:59:15.712507+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 03:59:57.523960+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:01:33.976022+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:02:39.013734+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 04:03:40.639016+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:03:40.795868+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 04:06:59.357662+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:06:59.539605+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 04:07:00.488772+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:07:00.590018+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 04:07:00.752484+00:00,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 04:07:00.825606+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-12 04:07:00.961226+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 04:07:01.254715+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:07:01.355886+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 04:07:01.481790+00:00,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 04:07:01.577353+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-12 04:07:01.674740+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-12 04:07:01.906324+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-12 04:07:55.110398+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:07:55.305635+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-12 04:07:56.266594+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:07:56.375307+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 04:07:56.508258+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 04:07:56.594597+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-12 04:07:56.728455+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,33.0,33.0,0.0,type_coercion_log.csv,2025-12-12 04:07:56.902204+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:07:57.013522+00:00,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-12 04:07:57.188368+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-12 04:07:57.286041+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,OK,,,,category_consolidation_map.json,2025-12-12 04:07:57.396087+00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-12 04:07:57.610613+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-12 04:24:07.740747+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-12 04:24:07.861444+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
